"measurement" "Dim.1" "Dim.2" "Dim.3" "Dim.4" "Dim.5" "Dim.6" "Dim.7" "Dim.8" "Dim.9" "Dim.10" "Dim.11" "Dim.12" "Dim.13" "Dim.14" "Dim.15" "Dim.16" "Dim.17" "Dim.18" "Dim.19" "Dim.20" "Dim.21" "Dim.22" "Dim.23" "Dim.24" "Dim.25" "Dim.26" "Dim.27" "Dim.28" "Dim.29" "Dim.30" "Dim.31" "Dim.32" "Dim.33" "Dim.34" "Dim.35" "Dim.36" "Dim.37" "Dim.38" "Dim.39" "Dim.40" "Dim.41"
"Alopecurus_vaginatus" 0.33 -2.50707544153339 -1.33337759594536 1.81002266098989 -1.70354253052544 0.698308616980613 "-0.427893000150753" -0.818275648051117 "-0.72251654270576" "-2.65820857228083" "0.0592144937558031" "0.628693930935754" "0.218895605163811" "-0.292195364505247" "-0.765362739790166" "0.0608936264634657" "-0.404265687986111" "-0.178128070974723" "0.385732884302547" "-0.0911861575174428" "-0.0347037372931402" "0.00465104446129821" "0.0652182613401558" "0.0153746184180793" "0.0144371003747398" "-0.041406468068884" "0.0345420761697182" "0.0213780990625723" "-0.0172700718789661" "-0.0248792481128744" "0.0130809875950801" "0.00578528686874745" "-1.72769265765968e-05" "-0.00344710272158734" "0.010438416293864" "-0.00347074467005336" "-0.0080832179015808" "0.0029276504770514" "0.000387632056044703" "0.00075755986852388" "-0.000595370075276554" "1.06951923571463e-15"
"Anthoxanthum_australe" 0.66 -5.79826761402154 -1.58926691475755 -1.80996482802921 2.50779462635525 0.759595315198813 "0.119367281942597" -0.117774266309503 "0.37157197507643" "-0.0418935290683489" "-0.68254283191899" "0.163859263258843" "0.329136435310792" "-0.610638923101563" "-0.388839575610222" "0.156413758299644" "0.0617120607358494" "0.0248355120153811" "-0.301225658106007" "-0.0577732898878294" "-0.00347629328197141" "0.0794672655320028" "-0.0101343094124444" "-0.0802815210342999" "0.0612379124548466" "0.0291177376417671" "-0.00858340010016458" "-0.0016541803254192" "0.0263916275702325" "0.0162259768021558" "0.0451590903729488" "-0.0107364435176372" "-0.0229422151199176" "0.00877780481253619" "-0.00942041635822369" "-0.00704854529824562" "-0.0066793786577239" "0.00495716199709123" "0.00311712293938843" "-0.00209977563711662" "-0.000208847717675252" "-5.37572060934024e-16"
"Apera_spica-venti" 0.11 -4.78224068740693 -1.38111801754397 -1.26538505470281 1.74689754399506 0.580188727931231 "-0.109304976148345" 0.0570230626769237 "-0.234211446158241" "0.0141843757114195" "-0.313204427023306" "-0.146203287551591" "0.101325483551578" "-0.322412173296703" "0.108187714320509" "-0.0340065702713162" "0.126014135278857" "-0.154018489132447" "-0.131590211083049" "0.00596428427373254" "-0.00753762454979223" "0.015072510693818" "0.142681385969987" "-0.0524375511425742" "0.0277946073427496" "-0.00778147541511996" "0.00568829671161811" "0.00907798882847262" "0.0289010680865525" "0.00743926511297626" "0.00160996914601584" "0.0145996536349184" "-0.0175667425188615" "0.0160393458132006" "0.00474748794414138" "-0.000420282766030873" "0.00117541312210877" "0.00120372503579776" "0.000375349736339819" "0.00324121783064078" "0.00118676637310793" "3.53836140374522e-15"
"Aristida_adscensionis" 0.9 7.02661902142391 -1.54941471127658 -0.865402782133147 0.692476157732883 -1.79192575745417 "-0.547262933461535" -1.38121349787205 "0.055917596558972" "-0.0970297325026208" "-0.107871977524258" "-0.68841275886837" "0.0888334285333821" "0.207637867836492" "0.321030029601472" "-0.0726905867997055" "-0.410021125877703" "-0.113531579462775" "-0.170183527704928" "0.0246895176083382" "-0.0823324303995194" "0.0576831990386283" "-0.0915158289826363" "-0.00706309363234425" "0.0554157211790879" "-0.0677295715533811" "0.0171659303681643" "-0.0276730597608642" "-0.00156751895922894" "-0.0266868284392399" "-9.7484228026537e-05" "-0.029760196692537" "-0.0329327004022964" "-0.00725004335997109" "0.00855108266927956" "-0.00280610133079441" "0.00121898414797012" "0.00344509764060172" "0.00234831468589247" "0.000840968035996661" "-0.000772660777828482" "4.80181453247226e-16"
"Avena_barbata" 8.2 3.36869097318149 -2.21351860185089 2.69367985300104 -0.00505351182343738 0.237133514536905 "0.284633980202242" 0.08369660724455 "0.152018617099473" "0.469328504121408" "0.338594127341561" "-0.070645563510237" "0.274995435397098" "-0.00383030927793" "-0.057466813271161" "-0.0971223269512388" "0.0245454215871303" "-0.000303025663778655" "0.0168906200003248" "-0.0741830387392717" "0.0705867741955484" "0.0503141280603893" "0.0597477382029538" "0.0424523698675135" "0.037921068118426" "0.00670284495224067" "0.0118819389385344" "0.0413919334194614" "0.0112643895597254" "0.035028312355344" "-0.012674709623136" "-0.00377266662688943" "-0.00463607865726747" "0.0048158314947782" "-0.00665881218882942" "0.00254392727212006" "-0.00410794554875295" "-0.00366691390006124" "0.00027144284658931" "0.00133603944324229" "0.000183534817571402" "-5.59615588390324e-16"
"Avenula_pubescens" 1.9 -5.37993490152513 0.509428398473885 0.188984929135977 1.65865886238101 -0.0129196476492742 "0.26174378064468" -0.538738446284321 "0.800346133829184" "-0.512867346745469" "0.0273433737929003" "0.0183566679192318" "0.0524514632961709" "-0.108038158798907" "-0.0140503950670073" "0.0298087165884625" "0.0721460102732826" "0.0332383749315191" "-0.0918823041944498" "0.043846909831502" "0.045261155100733" "0.000552461177876465" "-0.060164988434915" "0.0180233427477806" "-0.0127304602205367" "0.0102940583724862" "-0.0320499261084407" "0.0325506059619488" "-0.0131889199879221" "0.0051421985193085" "-0.00690141477434262" "-0.00957383944307534" "0.00429729238546162" "-0.00837816262007271" "0.00646553475356636" "-0.00217326952513" "-0.0023338257952642" "-0.00085342631819736" "-0.000750161475918247" "-0.00120089995347033" "0.000152784652330011" "-5.18153682716451e-17"
"Beckmannia_syzigachne" 0.57 -3.78251786291887 -2.31833039442596 -3.38229517218463 -1.19430162567087 1.08478701528488 "-0.977421959795842" -0.338834283076377 "-0.797348036735357" "0.663214323943992" "-0.0835292979566514" "0.155672452635112" "-0.0144184765511317" "0.269413037404725" "-0.348543553020563" "-0.0753160596124021" "0.0763238971037744" "0.123642490830593" "-0.0859942835139679" "-0.00307087257064007" "-0.149261966938818" "0.00773355899273102" "-0.0534991961733664" "0.166460302979477" "0.0315107597415332" "0.037239882956854" "0.00758879798279669" "-0.00227281365796982" "-0.00984893110415508" "0.0132855737101388" "-0.0173294614165659" "-0.0136250416101075" "-0.0123176396183443" "-0.0139096703847441" "0.000374734418747136" "0.00958197582792105" "0.00193675226401809" "0.00998508574955197" "-0.000421798967523966" "0.0014419350827693" "-0.000648687297627853" "2.61268652242844e-15"
"Brachypodium_sylvaticum" 1.1 -2.47602735496926 2.48990176772949 0.22798720765314 -0.955000558312968 0.563968702827569 "-0.341374766638041" -0.124548683110278 "0.44657313292741" "-0.292298653283617" "0.0929311926769994" "-0.552896730515796" "0.245795523610508" "0.074318594455683" "0.00960951037987151" "-0.0573832003754062" "0.0968669759796013" "-0.0657789398662842" "0.130659277111838" "-0.00522024326928847" "-0.141099804135642" "0.0282992637594266" "-0.0399415040510611" "-0.0117994274682476" "-0.000666362275710659" "0.0162379998174587" "0.0448837357735536" "-0.0167037269144" "-0.0394101700467149" "0.0322239276410715" "-0.00589560764536437" "0.023401548952604" "-0.00575000456122635" "0.00577338781755994" "-0.0298149195443609" "0.00177112790506388" "0.000621822831712505" "0.00286231484870507" "0.0029427975615761" "-0.000622112406316497" "0.000180142816639896" "3.87758429713377e-15"
"Briza_maxima" 2.6 2.44521705804118 0.0515171480336869 1.96455838574314 -0.00744141501148848 0.749649043686945 "0.324020888565274" 0.0909084958170792 "0.388078371030878" "0.845235623862694" "-0.184908691641631" "-0.123724239299096" "0.305330990155783" "0.114329730660536" "-0.00747252348126676" "-0.0768213963836413" "0.0779419536512262" "0.108754503557392" "0.187887396401596" "-0.0285833183968328" "-0.0537574282134979" "0.0819887209960455" "0.0185446378477806" "0.0389787515896301" "0.0336749020915095" "-0.0073299920509564" "0.0526694125876982" "0.0209850894234892" "0.0242509369304453" "-0.0145981737450068" "-0.0161893102837566" "-0.00115889743349114" "0.00660870992807115" "0.0251717954028184" "0.00373225016645135" "-0.00125042448307918" "-0.00666978064452251" "-0.00417885647331047" "-0.000313264586306486" "0.000502303951802988" "-0.00102503092493426" "-4.99623151101997e-15"
"Bromus_benekenii" 5.7 -4.7201299495392 1.06049645448199 0.789760939126621 0.507988088002494 -0.867774495868166 "-0.179066842315151" 0.579325711947304 "1.44332151710021" "-0.671456488812065" "0.103504972243707" "-0.00389837539235274" "-0.230839228219833" "0.116983119842325" "0.0804662534974448" "-0.156830083312282" "0.0107918341080998" "-0.030213511099836" "0.0841144628421394" "0.0632810739243719" "0.0608177480798127" "0.0799007804379597" "-0.0443950003272144" "-0.0283894353159788" "-0.0576059193925868" "0.00693882510952061" "0.04063010374496" "0.0142854280747221" "-0.0212504531121253" "0.0167586046853737" "0.00679465349687698" "-0.0161512572114572" "0.0110243935418298" "-0.0115076732859544" "-0.0160617753356821" "-0.00898480256866168" "-0.00395988596355602" "0.0142623394889482" "-0.00287808834888814" "0.00106368406555796" "0.000491528883122933" "9.74942713080018e-16"
"Bromus_erectus" 3.8 -2.08406681329963 -0.138356581718256 1.00166324479461 0.215489652955957 -0.0632559342386648 "-0.551328446953699" 0.782567110381259 "-1.49959855485154" "-0.517791996831603" "0.304929981840582" "0.152411471250759" "-0.243185036627621" "0.0196347210907828" "0.442061190139159" "0.232876880665901" "0.128084951849181" "-0.0800708964184589" "-0.0868764947186821" "0.00575046206130009" "-0.146530166328251" "-0.0809882347604487" "0.0132544251074013" "0.0248466970183627" "0.0845654896970375" "0.0138612721808717" "-0.0223760192494194" "-0.0184839207464114" "-0.0124273304034221" "0.00610498406377129" "-0.0133101961820412" "-0.00541306109561959" "-0.000561543445804776" "0.000959711623880122" "0.00339530796901645" "0.00414855440723656" "-0.00595862505485365" "-0.00442857014691584" "0.00115346581371477" "-0.000244297007949017" "-0.000423832024546264" "2.17954885507304e-15"
"Calamagrostis_arundinacea" 0.44 -3.92502552923791 1.44542829879688 -2.21540807331936 -0.404194858210293 0.942284761571174 "-0.114338919915316" 0.301639659519657 "0.324078423336359" "-0.499966140708725" "-0.236926938512188" "-0.512457215644256" "0.394554652165173" "0.182120470606773" "-0.253256435690687" "0.0346396524629679" "0.0343855515337716" "0.128647651003508" "0.0202253287026293" "0.012452210517692" "-0.139070646695422" "0.154211426217133" "-0.0729923565389072" "-0.00368388146323179" "0.0736000718370783" "0.0344469837275166" "0.00274236888010055" "-0.0468800104737926" "-0.0181649928185847" "-2.02167940055592e-05" "-0.021990978736155" "0.00805901022232729" "0.0279645401137512" "0.00460785260270136" "0.00185894086673834" "0.00296977919640236" "0.0038797643260825" "-0.000449613455621805" "-0.000497421169231707" "-0.000245309691771343" "0.000371938342747284" "-4.18715065986321e-15"
"Calamagrostis_canadensis" 0.099 -6.4633498738721 -1.52582681918514 -2.4599282929129 -0.673843337071011 0.930143468993215 "-0.584080989286185" -0.801099879988036 "-1.90260751676961" "1.79748718722052" "-0.225727195350448" "-0.335113345388126" "0.146920051743303" "0.0288833105908329" "0.193951769843198" "-0.19329176928322" "-0.204990195633919" "0.101241322892159" "0.2548314174969" "-0.0205690667111481" "0.0921701217305386" "-0.0389381855432166" "0.0540620770044053" "-0.0320766840967516" "-0.0397108620086959" "-0.00627887280122512" "-0.047284567879139" "-0.0135987075834344" "0.00421309806564738" "0.0433719825294635" "0.00968442635616455" "0.00394972489606111" "-0.006247728534513" "-0.0195446362101355" "0.00176706125917934" "-0.00411804034651484" "-0.00608986609105009" "-0.0045493968652822" "-0.000114347970271047" "0.000830792362490635" "-0.000185560008972663" "-3.19023043182247e-15"
"Calamagrostis_canescens" 0.088 -5.63029017115273 -1.09302711629678 -1.62535914057892 2.02028493603592 0.245910348633915 "0.0747998392798795" 0.0385926818638855 "0.542512275714889" "-0.156207610371585" "-0.284358391375568" "-0.136530939123297" "0.106505897881188" "-0.161242082871286" "0.0271337310850329" "-0.100754188967643" "0.120422838596423" "-0.115200699256059" "-0.0927886136723166" "0.062818975308118" "0.0757288193606154" "0.0783980403545402" "0.103469198376845" "-0.0327255238827384" "0.0335955509318127" "0.0152755807504723" "-0.0042990404764104" "0.0360302141547379" "0.000817450773636284" "-0.0180859707820264" "0.000347131668183093" "0.00232055043149669" "0.0257224086040805" "-0.0195420530061286" "0.022302514529415" "0.00119216560324997" "0.00292981043217867" "-0.00362399429445978" "-0.00178586267917874" "0.00102267505826059" "0.000617929456951132" "7.54862793734688e-16"
"Catapodium_rigidum" 0.19 2.40390954897344 -1.57922217638703 2.6357016050883 -0.294790761855083 0.314755257533271 "-0.187197352198754" 0.437161140538575 "-0.101995462992246" "0.100425447918014" "0.28932065281177" "-0.14518401538029" "0.111879016548399" "-0.0464806887920576" "0.150470605277075" "-0.16654156250888" "0.0313873772858329" "-0.0642300825795401" "0.062637780524047" "-0.0345318035946025" "-0.0110412331247348" "0.0845306227687186" "0.0108322251635161" "-0.00125889836359571" "-0.0394697017052691" "0.040198427324437" "-0.0311125176827963" "-0.0120956258753045" "0.0158249854102789" "-0.00867217348844943" "-0.00112227250657201" "-0.00244557815833125" "-0.00362438774460973" "0.00419533956540137" "-0.00808839289484329" "-0.00042699059625053" "-0.000172879998868981" "0.00386460175405803" "-0.000425918027203109" "0.000169181087350409" "5.63605520513298e-05" "1.51899165257229e-15"
"Centropodia_glauca" 0.56 6.96479201219693 -4.35436141033654 -1.19643684648572 2.0167327048755 -2.19575909370802 "1.3028372395717" -2.19096990999175 "0.0788251966577747" "-0.405509438651725" "-0.419194389113209" "-0.762304216274253" "-0.393561174329074" "0.480884317289112" "-0.291666991985174" "-0.0933603822066558" "0.0211284597789121" "-0.391317661023574" "0.100495701792468" "-0.020083620088838" "-0.0967744261255232" "-0.0437860652659366" "-0.0615937355499535" "0.00334955778466922" "0.0524772808605552" "0.0521609292416281" "-0.0559368888648296" "0.0420904663842787" "0.0502233942858758" "-0.000707563749909434" "-0.00289335365283908" "0.0124303609006507" "0.00635242123500193" "-0.000564036915885885" "-0.0067104300901746" "0.000911039035392389" "-0.00796090548542841" "-0.00207406484488108" "0.000924701397045933" "-0.000250631471878687" "0.000268371341847217" "1.46855339165894e-15"
"Chascolytrum_subaristatum" 0.36 3.86247677750715 3.65399883218653 -0.466049243972017 -0.785958912872562 -2.43798648823754 "-1.47778502165084" 0.180196423638446 "-1.6031734733956" "0.186745814391955" "-0.579213414682088" "0.649397234531642" "0.461162006040466" "0.195338774124606" "-0.14967565653785" "0.171931990610581" "0.161508361830995" "-0.124131346394671" "0.0809354724995252" "0.291016913209798" "0.109992647597731" "0.00342052396545268" "-0.0757893266215005" "-0.0923663461566563" "-0.0993487799017255" "0.0198606974009569" "0.00276594242353182" "0.0631715984662325" "0.0454969550226099" "0.0164239017928845" "-0.00580415344067059" "-0.0144155162963247" "-0.00303391716283248" "0.0111599770390574" "-0.00079440341238777" "0.0137692352909094" "0.00214655468266838" "0.00221009658283399" "-0.00181686033723881" "-0.000581478077676852" "0.000204388107043218" "1.29279368537077e-15"
"Chionochloa_rigida" 0.92 -4.17025271815772 5.66705273182482 2.9086959927329 -1.86152775267928 -2.11245121952119 "2.23881525295869" -1.0429468049605 "-0.536259193841619" "0.497098654844159" "-0.385433472482101" "0.10184001817492" "-0.202703921405107" "-0.269630575675208" "-0.135074675368257" "0.124419325231029" "-0.0359003151398789" "-0.215415801917038" "-0.117107735806291" "-0.121067303701934" "-0.0253189208099184" "0.131750434240136" "0.0550108705144004" "0.0317094102368259" "0.0073493629991442" "0.0490139351719476" "-0.0960006126187071" "0.027030036564558" "-0.0695761309366743" "-0.0151708474893101" "-0.0226954429056339" "0.00879930943751978" "-0.0258068082422143" "0.00490091243950373" "-0.0015847365599909" "0.00480679128484629" "0.00876919610167902" "-0.00221968994561784" "-0.000837656611521561" "-0.00043542393856099" "0.000115564762824077" "-2.42024398224213e-18"
"Cynosurus_cristatus" 0.49 -3.55966662823867 0.72206189384905 0.653015645835824 0.87789558415874 0.367848668631921 "0.0309548689526482" 0.0936161349496536 "-0.434199822410605" "0.280950780117365" "-0.0229090447041485" "-0.150483477787347" "-0.0147235020565535" "-0.176096604707595" "0.231493478804664" "0.142679849567446" "0.100103471991013" "-0.0518864528256589" "-0.0331625198639868" "0.0566397813600742" "-0.0561615310146711" "-0.0889958551207543" "0.0644957253177889" "-0.000878146177421671" "-0.00345865060499028" "-0.0354510245157675" "0.0558802310322147" "-0.00784954088041478" "-0.00788714037146804" "0.00570761645711144" "-0.0254106778890077" "-0.000154884434366669" "-0.00959159670474671" "0.00520794299525809" "0.00105838822563138" "0.00173023096392042" "-0.00478350786353198" "-0.00577027220812676" "0.00167049264287319" "-0.00143850283793777" "-5.00612283504987e-05" "6.21251943050285e-15"
"Danthonia_decumbens" 0.87 -5.02875171542714 1.52191486207739 0.661550339166115 1.35893930982786 -0.0905425256412477 "0.192625851382467" 0.0513251200683899 "0.97190281189899" "-0.0779861675212821" "-0.106593870634493" "-0.0619792730310978" "0.139257694234647" "-0.099864983745242" "-0.0213252495728458" "0.0715480862637798" "-0.0122764702320469" "-0.0499900933166454" "-0.0322827425827339" "0.0199966530404627" "0.0638177819144816" "-0.0181486976753613" "-0.0453179357433619" "0.0422853303369149" "-0.0397959812300286" "0.0133078563095376" "0.0158505925451688" "0.0338236768520074" "-0.0162064405575648" "0.0136713667179689" "-0.0119012578567855" "-0.016184009501751" "0.00984259887351927" "-0.0257936923739547" "0.00304074430089971" "0.0143456035934582" "-0.000285560896445326" "-0.0026145162306703" "0.00168102510272658" "-0.00104965117806602" "-0.000950541190548079" "2.75736016212876e-15"
"Digitaria_ischaemum" 0.46 -2.7863754304578 -0.985348053457948 -2.1487061908991 -0.394763473838552 1.07909131621643 "1.85497438350708" -0.0415700082670148 "0.175060786345457" "-0.167549463787035" "-0.0864625378937965" "0.250923395331812" "-0.0748577025950277" "0.203435871065748" "0.374256459492157" "0.0121123609515142" "-0.0158366661262262" "0.0953810328985405" "0.126079005409906" "0.155040905916156" "0.150182692240107" "0.140922017051327" "0.0100413443656401" "-0.0507858336382613" "0.0126899716079791" "0.0344429740606281" "-0.00528727251419433" "-0.0269737514076055" "-0.0240490874883653" "-0.00481322818053272" "-0.0118655418937925" "-0.0031943228859208" "-0.0215863519217792" "-0.00281706496627536" "-0.00718813380310464" "-0.0180463226421597" "-0.00693526635840125" "-0.00610714100227843" "-0.000768372246360723" "0.00221599268406554" "0.000201414721780047" "2.96343896579963e-15"
