"measurement" "Dim.1" "Dim.2" "Dim.3" "Dim.4" "Dim.5" "Dim.6" "Dim.7" "Dim.8" "Dim.9" "Dim.10" "Dim.11" "Dim.12" "Dim.13" "Dim.14" "Dim.15" "Dim.16" "Dim.17" "Dim.18" "Dim.19" "Dim.20" "Dim.21" "Dim.22" "Dim.23" "Dim.24" "Dim.25" "Dim.26" "Dim.27" "Dim.28" "Dim.29" "Dim.30" "Dim.31" "Dim.32" "Dim.33" "Dim.34" "Dim.35" "Dim.36" "Dim.37" "Dim.38" "Dim.39" "Dim.40" "Dim.41"
"Aegilops_crassa" 17 2.81253172932353 -3.79895446291016 1.30460348772841 -1.47660792459504 0.559016009298867 "-0.496543939234637" 0.211061041418823 "1.05047129251564" "1.46036279504727" "0.237667420944309" "-0.65266154259489" "-0.372278077107928" "0.0808899368379903" "-0.344457299633309" "0.45758110483415" "-0.103117464934261" "0.389235514872474" "-0.175779228979832" "0.136002708272807" "0.0323918028713984" "-0.16125830155765" "-0.004746249483836" "-0.0425811720996304" "0.0509400749125178" "0.0223621617935273" "0.0049157152176912" "0.0694716926563929" "-0.0256041843946338" "-0.0180341511501548" "0.00321457282548241" "0.0217965069860648" "0.00137072606890652" "-0.00281697222265931" "0.00143659678994741" "-0.00152832770222696" "-0.00519760885944965" "0.005226610742597" "3.98903603951757e-05" "0.000393742872298161" "-0.000121805269491621" "-3.95403625838523e-15"
"Aegilops_cylindrica" 18 0.0205519352952582 -3.46936753440235 -2.03999747060753 -1.92838805480905 -0.206832275443424 "1.00022740477818" 0.538476521021428 "1.35603870496259" "-0.314849870217659" "0.148277110537516" "0.664093621277247" "0.0801939296185732" "-0.121435554365045" "0.122177005436474" "0.206459051503149" "-0.0188573272113034" "-0.102745982713184" "0.0516558583596612" "0.0334473857725987" "-0.0857138629004947" "0.0301876562973164" "-0.0247722308860009" "0.0405017964860727" "-0.0482668415818732" "-0.000853222496402392" "0.0070931045769082" "-0.00409497810282608" "0.0184499206163566" "-0.0091478954362666" "-0.0200191898834493" "-0.00127973371039401" "0.0132238522654182" "-3.30191509797031e-05" "0.0165181321395006" "-0.00245430535028551" "0.00174863019546" "-0.00573957980213083" "0.00244858182945496" "-0.00122464475856834" "0.00120865567535441" "1.32107175964166e-16"
"Aegilops_speltoides" 6.5 4.36329760022461 -2.00179903634865 3.1200223699316 0.882905646743882 3.83378616430972 "0.597580733755469" -3.02728749396858 "0.441961513044891" "-0.678050293025431" "-0.240778229030947" "0.629040954422906" "-0.644221168360489" "0.411365360521384" "0.117574313720031" "0.196875689502316" "0.114888967749145" "0.213241564129389" "0.120447999438685" "0.0294335447375506" "-0.0469689857052138" "-0.0490681539113614" "-0.0561702993652923" "-0.120397930938503" "-0.00876190030754144" "-0.020953938499636" "-0.0241107906216792" "-0.00716050800620635" "-0.0110757802645567" "0.0133055448309197" "0.00084602581829353" "-0.00983449587046278" "-0.0004588083724789" "0.00486420722955994" "-0.00254258968229839" "0.00746827566152034" "0.00936239176787353" "0.00305140215110377" "0.00123522708635179" "0.00117490720574642" "0.000911304341719249" "-1.55129447291335e-15"
"Aegilops_tauschii" 11 1.09717685939035 -4.28908653276283 0.383504949822529 -2.62977105677359 0.332572431185611 "-0.998752368673335" 0.022538872010677 "0.194371621542727" "-0.76143763642131" "0.115605946979652" "-0.977458074185505" "-0.20603108777197" "-0.260173717707212" "-0.328528427353552" "0.193159203371351" "-0.0555119107070482" "-0.235225563686771" "-0.164115427336626" "0.411125079242881" "0.0496938328643665" "0.0166654609163661" "0.0995983398171771" "0.0832410420672137" "-0.0662832898985898" "-0.0188988853109287" "-0.049054276653469" "-0.0388093887271982" "-0.00204840562329352" "0.0124982025566136" "-2.74074723305082e-05" "-0.00519961276226591" "0.00842630489289363" "0.0141738675538769" "-0.00180905932105059" "-0.00742749155932107" "0.00514892950231915" "-0.00172946171768579" "-0.000155978844195213" "0.000282141659851118" "-0.000560715308868023" "1.3820230719677e-15"
"Agrostis_gigantea" 0.078 -4.05399929315414 -0.240444720963607 -1.37579473962969 0.579442503391054 0.454619717569286 "0.066152379265799" 0.0765886214899028 "-0.0130916095092541" "0.21565975733918" "-0.0193796855911421" "-0.170386069596571" "0.119887331296861" "0.130079068044629" "0.144317063682487" "0.000536654307719237" "-0.0472073652648978" "-0.178716145960511" "0.152620017411978" "-0.0494593006664997" "-0.0333631215807658" "0.0223202217347601" "0.0199448099649674" "0.033910887616972" "0.0275882691529665" "0.00562719224946986" "0.0235442818592896" "0.00368681317125959" "0.0179175116298383" "0.0114866094606947" "0.00582147540888968" "0.00810043602971043" "0.0114818357603743" "0.00715968365103537" "-0.00703235524205738" "-0.000355894022872964" "0.00909445294867007" "0.00123094180311899" "-0.0013826034340903" "-0.00016917962218824" "-0.000727940984591898" "1.88402982100411e-16"
"Alopecurus_aequalis" 0.2 -4.74887706729225 -0.726043363606034 -1.50541951519023 0.131818309893541 0.269670359093505 "-0.390709268306487" -0.442185184846647 "-0.0829043462227568" "0.138771113239412" "-0.0187946689207196" "-0.0171257291084731" "0.1597897279507" "-0.0237232271065918" "-0.173802199228433" "-0.0474981617079596" "-0.0320709813399794" "0.196464956802795" "-0.0187330458314119" "-0.0399959305847805" "-0.0660952497394749" "0.0150637331279871" "-0.0521033718896707" "0.00733582619385784" "0.00756301873474157" "0.0104802005309726" "-0.0337067764487034" "-0.00613643004290812" "0.00437612706402771" "-0.00126019545288884" "-0.00955873035029342" "-0.000690149675119624" "0.00903942386793697" "-0.00330650123260153" "0.0100927459976343" "-0.000995359635202605" "0.00427863906848598" "-0.00195883025437814" "8.05420250169487e-05" "0.00162417172949492" "-8.51902912544092e-05" "-6.40382033331298e-16"
"Alopecurus_arundinaceus" 0.45 -2.77491324523729 -3.05163216504439 -0.254653346156486 0.00531328464252387 0.132835264016108 "-0.702899845685293" -0.517569982182664 "-0.363444919918007" "0.226887186468854" "0.182015742982321" "0.0521755228287279" "-0.0163802727791501" "-0.316472778686162" "-0.212632948046769" "0.0043818907068853" "-0.00920570172060252" "0.0331898099593387" "-0.0875434733564093" "0.00724364560077555" "-0.0834483669200296" "-0.0593073728745615" "0.0120617021382901" "-0.0192505736382647" "-0.0230394575295071" "-0.00146303254725599" "0.033130109130868" "-0.0093438373692948" "-0.0182432302570835" "-0.043821790854622" "0.0165387170348366" "0.00807365444341376" "-0.009321271081601" "0.00707444368050853" "-0.00443318392086927" "0.00997908897511641" "0.00248230475150462" "-0.0104053600752401" "-0.00455843880517715" "0.00218000377876087" "0.000452960860704958" "-8.316959699595e-16"
"Alopecurus_geniculatus" 0.31 -3.85783648599036 -0.246376395302664 0.0982414577881841 1.19726138518666 0.126327491292371 "0.327144316759315" -0.290410997621106 "0.0275155446037509" "-0.118762353296286" "-0.0444440545930862" "0.244180400913974" "0.0726998729705428" "-0.222194264522881" "-0.0373872011405771" "0.0895727481103329" "0.0497617197808439" "0.0919898335897677" "-0.0759095071557971" "-0.00388383216376722" "0.0260016857224151" "-0.0585282076969522" "-0.0466960386695079" "-0.0147359589703813" "-0.00504307256887461" "-0.00638773461791545" "-0.00699051269418348" "0.0205781102802279" "-0.0110008946189068" "0.0149332225225681" "0.0132359121908494" "0.00584206424925807" "-0.0109986055678987" "0.00424448637790946" "-0.00274611108582122" "0.0078138786644674" "0.00217777182000642" "-0.000275150010360468" "-0.00149328383392349" "-0.000754327363251188" "-0.000839360109500116" "-2.12379005297226e-15"
"Alopecurus_myosuroides" 1.9 0.368326434015102 -1.97259150808671 1.58553607151315 -0.231950560609972 0.676003386778955 "0.076467763046295" 0.941907201728652 "0.176338926059641" "-0.321372592762582" "0.455050674154186" "0.112647615906265" "-0.203474061810593" "0.0577375578837398" "-0.0962608574963207" "0.0821039602882507" "-0.0975379636639944" "0.0234287149415836" "-0.0536987053616666" "-0.126026765767244" "0.0835549511013951" "0.0332171448690828" "0.0220630611149713" "-0.0600540622721424" "-0.0128384040614338" "0.0521946897688172" "-0.0559422697118878" "0.0231683030493614" "0.0333722747040182" "0.0530786789436087" "-0.0232797959002681" "-0.0106562863439183" "-0.00353300185763926" "0.00271716312946992" "0.0104250987192313" "-0.00767123533084283" "0.00332961396192451" "0.00192404777607553" "0.00135555147448341" "-1.01637405619644e-05" "-0.000445357390245628" "-3.75995691056913e-15"
"Alopecurus_pratensis" 0.76 -4.83582201981764 -0.35609772983788 -0.626108267839143 0.701431129544724 0.245305218560359 "0.144217754195844" -0.213236074021239 "0.0225670789501211" "0.212451439645945" "-0.0657994652336681" "0.0299591144009277" "0.0404036742115444" "-0.0750366247230217" "-0.235926657904105" "0.0125222945194225" "-0.0703001754581651" "0.193363365172799" "0.0129979453382171" "0.00978854124835731" "0.0155954156140881" "0.0380247585878807" "-0.0750227940875699" "-0.0708321947196161" "0.00916233545319555" "-0.018560372387456" "-0.0264954743350998" "-0.0200182870379547" "-0.0169889229895754" "-0.0102765165913805" "0.011325478330088" "-0.0176225162300377" "0.00391010821933787" "0.00419512711277269" "-0.00664061061451903" "0.0015965175762231" "0.000770097044037915" "-0.00164840587699387" "-0.00381002431410412" "-0.00150291384393032" "0.000163143643819109" "3.72530817295577e-15"
